Datetime,TOU
6/1/18 13:05,0.07
6/1/18 13:10,0.07
6/1/18 13:15,0.07
6/1/18 13:20,0.07
6/1/18 13:25,0.07
6/1/18 13:30,0.07
6/1/18 13:35,0.07
6/1/18 13:40,0.07
6/1/18 13:45,0.07
6/1/18 13:50,0.07
6/1/18 13:55,0.07
6/1/18 14:00,0.07
6/1/18 14:05,0.07
6/1/18 14:10,0.07
6/1/18 14:15,0.07
6/1/18 14:20,0.07
6/1/18 14:25,0.07
6/1/18 14:30,0.07
6/1/18 14:35,0.07
6/1/18 14:40,0.07
6/1/18 14:45,0.07
6/1/18 14:50,0.07
6/1/18 14:55,0.07
6/1/18 15:00,0.07
6/1/18 15:05,0.07
6/1/18 15:10,0.07
6/1/18 15:15,0.07
6/1/18 15:20,0.07
6/1/18 15:25,0.07
6/1/18 15:30,0.07
6/1/18 15:35,0.07
6/1/18 15:40,0.07
6/1/18 15:45,0.07
6/1/18 15:50,0.07
6/1/18 15:55,0.07
6/1/18 16:00,0.07
6/1/18 16:05,0.07
6/1/18 16:10,0.07
6/1/18 16:15,0.07
6/1/18 16:20,0.07
6/1/18 16:25,0.07
6/1/18 16:30,0.07
6/1/18 16:35,0.07
6/1/18 16:40,0.07
6/1/18 16:45,0.07
6/1/18 16:50,0.07
6/1/18 16:55,0.07
6/1/18 17:00,0.21
6/1/18 17:05,0.21
6/1/18 17:10,0.21
6/1/18 17:15,0.21
6/1/18 17:20,0.21
6/1/18 17:25,0.21
6/1/18 17:30,0.21
6/1/18 17:35,0.21
6/1/18 17:40,0.21
6/1/18 17:45,0.21
6/1/18 17:50,0.21
6/1/18 17:55,0.21
6/1/18 18:00,0.21
6/1/18 18:05,0.21
6/1/18 18:10,0.21
6/1/18 18:15,0.21
6/1/18 18:20,0.21
6/1/18 18:25,0.21
6/1/18 18:30,0.21
6/1/18 18:35,0.21
6/1/18 18:40,0.21
6/1/18 18:45,0.21
6/1/18 18:50,0.21
6/1/18 18:55,0.21
6/1/18 19:00,0.21
6/1/18 19:05,0.21
6/1/18 19:10,0.21
6/1/18 19:15,0.21
6/1/18 19:20,0.21
6/1/18 19:25,0.21
6/1/18 19:30,0.21
6/1/18 19:35,0.21
6/1/18 19:40,0.21
6/1/18 19:45,0.21
6/1/18 19:50,0.21
6/1/18 19:55,0.21
6/1/18 20:00,0.21
6/1/18 20:05,0.21
6/1/18 20:10,0.21
6/1/18 20:15,0.21
6/1/18 20:20,0.21
6/1/18 20:25,0.21
6/1/18 20:30,0.21
6/1/18 20:35,0.21
6/1/18 20:40,0.21
6/1/18 20:45,0.21
6/1/18 20:50,0.21
6/1/18 20:55,0.21
6/1/18 21:00,0.21
6/1/18 21:05,0.07
6/1/18 21:10,0.07
6/1/18 21:15,0.07
6/1/18 21:20,0.07
6/1/18 21:25,0.07
6/1/18 21:30,0.07
6/1/18 21:35,0.07
6/1/18 21:40,0.07
6/1/18 21:45,0.07
6/1/18 21:50,0.07
6/1/18 21:55,0.07
6/1/18 22:00,0.07
6/1/18 22:05,0.07
6/1/18 22:10,0.07
6/1/18 22:15,0.07
6/1/18 22:20,0.07
6/1/18 22:25,0.07
6/1/18 22:30,0.07
6/1/18 22:35,0.07
6/1/18 22:40,0.07
6/1/18 22:45,0.07
6/1/18 22:50,0.07
6/1/18 22:55,0.07
6/1/18 23:00,0.07
6/1/18 23:05,0.07
6/1/18 23:10,0.07
6/1/18 23:15,0.07
6/1/18 23:20,0.07
6/1/18 23:25,0.07
6/1/18 23:30,0.07
6/1/18 23:35,0.07
6/1/18 23:40,0.07
6/1/18 23:45,0.07
6/1/18 23:50,0.07
6/1/18 23:55,0.07
